Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
472,6.0,0.5491999983787537,"research, social, management, biodiversity, system, approach, study, scale, use, provide","COVID-19 pandemic brought to light examples of science denial and politicization while triggering the engagement of scientists in producing information to help policymakers. The pandemic is thus an opportunity to reflect on crucial issues: What conditions facilitate science politicization and politics scientization? What can be done to avoid these dangers and effectively ground policies in science? These issues are particularly relevant for conservation science and practice, as they encompass complex problems with multifaceted consequences and conflicts of values and interests and are thus prone to science politicization and politics scientization. We propose that grounding policymaking in science requires recognizing that: (1) science is not value-free and should be immersed in a broader process that includes conflict mediation to agree on goals; (2) science-policy partnerships should function as transdisciplinary processes; and (3) changing scientific policies and training is vital to break the vicious cycle that maintains science disconnected from society. (C) 2021 Associao Brasileira de Ciencia Ecologica e Conservao. Published by Elsevier B.V."
473,2.0,0.5011000037193298,"specie, habitat, population, use, area, distribution, study, high, model, species","Land use changes and the ways that natural resources are extracted and used pose severe threats to freshwater ecosystems globally. This is particularly pronounced in developing and densely populated countries, such as Rwanda. In-depth understanding of how ecosystems respond to threats could guide their restoration, conservation, and better management. The advancement of ecological monitoring tools is crucial for freshwater conservation. We developed and implemented an odonate-based tool, the Rwanda Dragonfly Biotic Index (RDBI), tailored to freshwater ecosystems in Rwanda as a metric to identify conservation priority sites and to monitor their restoration. The RDBI is determined based on three sub-indices: Distribution-Based Score (DBS), Threat-Based Score (TBS) and Sensitivity-Based Score (SBS). Species level-DBS increases from those that are widespread across all ecological zones to those that are restricted to only one ecological zone; TBS for a species ranges from those that are of least concern to those that are critically endangered, as per IUCN Red List; Species' SBS increases from those thriving in a highly disturbed habitat to those occurring only in a relatively intact habitat. Using RDBI, we identified hotspot habitats for odonates in Rwanda and benchmark sites for restoration. Hotspots are defined based on species richness, presence of unique species, and RDBI scores. Benchmark sites for restoration are habitats with the highest RDBI in each ecological zone. The value of using RDBI in ecosystem monitoring rests on the fact that it can help identify priority sites for conservation, and it uses organisms that are charismatic and relatively easy to identify. This is essential for citizen engagement and drawing a long-term link between policymaking, on-the-ground practices, and impacts on freshwater ecosystems."
474,6.0,0.4787999987602234,"research, social, management, biodiversity, system, approach, study, scale, use, provide","Private lands provide key habitat for imperiled species and are core components of function protectected area networks; yet, their incorporation into national and regional conservation planning has been challenging. Identifying locations where private landowners are likely to participate in conservation initiatives can help avoid conflict and clarify trade-offs between ecological benefits and sociopolitical costs. Empirical, spatially explicit assessment of the factors associated with conservation on private land is an emerging tool for identifying future conservation opportunities. However, most data on private land conservation are voluntarily reported and incomplete, which complicates these assessments. We used a novel application of occupancy models to analyze the occurrence of conservation easements on private land. We compared multiple formulations of occupancy models with a logistic regression model to predict the locations of conservation easements based on a spatially explicit social-ecological systems framework. We combined a simulation experiment with a case study of easement data in Idaho and Montana (United States) to illustrate the utility of the occupancy framework for modeling conservation on private land. Occupancy models that explicitly accounted for variation in reporting produced estimates of predictors that were substantially less biased than estimates produced by logistic regression under all simulated conditions. Occupancy models produced estimates for the 6 predictors we evaluated in our case study that were larger in magnitude, but less certain than those produced by logistic regression. These results suggest that occupancy models result in qualitatively different inferences regarding the effects of predictors on conservation easement occurrence than logistic regression and highlight the importance of integrating variable and incomplete reporting of participation in empirical analysis of conservation initiatives. Failure to do so can lead to emphasizing the wrong social, institutional, and environmental factors that enable conservation and underestimating conservation opportunities in landscapes where social norms or institutional constraints inhibit reporting."
475,2.0,0.5751000046730042,"specie, habitat, population, use, area, distribution, study, high, model, species","Erosion of natural habitats due to urban sprawl constitutes a major threat to biodiversity. The development of the Plant Micro-Reserve (PMR) is an efficient concept for the in situ conservation of rare plants with narrow ecological niche and threatened by human impacts. We provide a framework for initiating site selection of PMRs, including evolutionary and ecological uniqueness. The proposed cross-analysis is based on (i) the estimate of population vulnerability, (ii) the contribution of each population to the evolutionary originality of the species by designating conservation units, and (iii) the gap analysis of the current protection status of the populations. As a case study, we apply this framework to the Nice Snowflake Acis nicaeensis, a narrow Mediterranean endemic plant of the French-Italian Riviera which, being caught in the turmoil of urban sprawl, is threatened by tremendous anthropogenic pressures. On the basis of historical data (past land-use and herbarium data) we show that over the last 150 years, the impact of urbanization has been severe for 70 % of the populations and has caused the disappearance of at least 11 of them, i.e. 20 % of the known populations. Similar levels of urban sprawl are observed between the most vulnerable and already extinct populations. In this context of biodiversity decline, our cross-analysis highlights that two of the five conservation units call for a rapid setting up of PMRs because of their high originality and their great risk of extinction: one unit including the populations of the Principality of Monaco and one unit that includes the populations of Nice and its surroundings. This study demonstrates the importance of integrating population vulnerability and conservation units. In a context of huge urbanization our approach makes a clear case for the design of PMRs."
476,2.0,0.7750999927520752,"specie, habitat, population, use, area, distribution, study, high, model, species","Mangroves play an important role in maintaining coastal wetland ecosystem functions, but they are highly threatened by anthropogenic activities. Predicting the potential distributions of mangroves is vital for policy makers and stakeholders to enforce conservation and reforestation measures. China is at the global northern margin of mangrove distribution. In this study, we used the maximum entropy (MaxEnt) model to predict potentially suitable habitats for mangroves based on current data of mangrove distributions in mainland China. For modeling, we grouped the native and exotic mangrove species in China into five groups and used 30 bioclimate, topographic, substrate, and sea surface temperature variables to predict mangrove distributions. The results show that bioclimate and sea surface temperature are both important factors that determine mangrove distribution. The largest suitable area modeled for mangrove species in the coastal zone was 2705 km(2). About 14.8% of the predicted suitable habitat for the five mangrove groups is under protection in mangrove nature reserves. Along China's coastline, 15 sites were identified as hotspots for mangrove conservation and reforestation. By comparing these results with current conservation efforts, we identified that protection priority should be given to the Beilun River Estuary to Fangcheng Harbor coastal zone in Guangxi Province, the east coast of the Leizhou Peninsula in Guangdong Province, and the Meizhou Bay to Xinghua Bay area in Fujian Province. In addition, suitable species selection should also be considered to achieve successful mangrove reforestation."
477,2.0,0.9710000157356262,"specie, habitat, population, use, area, distribution, study, high, model, species","Recent declines in large herbivores have led to significant conservation efforts globally. However, the niche-specific megaherbivores residing outside protected areas face more imminent extinction threats. Swamp deer, the obligate grassland-dwelling endemic cervid is the most extinction-prone megaherbivore in the Indian subcontinent. Limited information on distribution and habitat status pose significant conservation and management challenges for the remaining fragmented populations in north, north-east and central India. To this end, we combined exhaustive field surveys and Maximum Entropy (MaxEnt) modeling to generate the most detailed distribution map for the northern swamp deer subspecies. We used primary data from more than 6000 km(2) field surveys and eight ecologically relevant covariates for model predictions. Grassland cover, annual mean temperature and distance from water were the major factors that predicted the species distribution. Models predicted swamp deer distribution in only-3% of the entire landscape, covering both protected (-1.4%) as well as non-protected (-1.6%) areas. Our validation surveys in some of these predicted areas confirmed swamp deer presence and indicated-85% model accuracy. Finally, we identified four Priority Conservation Areasstill retaining adequate grassland habitat and species presence that require immediate attention to ensure landscape-level population connectivity. These results highlight the importance of the marginalized grassland ecosystems of northern India that still retain high biodiversity. We suggest a swamp deer-centric conservation approach to protect these human-dominated habitats and emphasize in generating such information for other endemic, habitat-specialist species across the globe. (C) 2020 The Authors. Published by Elsevier B.V."
478,6.0,0.4641000032424927,"research, social, management, biodiversity, system, approach, study, scale, use, provide","Found throughout the tree of life and in every ecosystem, parasites are some of the most diverse, ecologically important animals on Earth-but in almost all cases, the least protected by wildlife or ecosystem conservation efforts. For decades, ecologists have been calling for research to understand parasites' important ecological role, and increasingly, to protect as many species from extinction as possible. However, most conservationists still work within priority systems for funding and effort that exclude or ignore parasites, or treat parasites as an obstacle to be overcome. Our working group identified 12 goals for the next decade that could advance parasite biodiversity conservation through an ambitious mix of research, advocacy, and management."
479,2.0,0.9955000281333923,"specie, habitat, population, use, area, distribution, study, high, model, species","Dipentodon sinicus Dunn. (Dipentodonaceae) is a rare and threatened relict plant species usually found co-dominating with other relict plants in subtropical forest patches in highly fragmented habitats of southwestern China, northern Vietnam and northeastern Myanmar of East Asia. To date, its management and conservation strategies in the light of climate change have not been explored. We evaluated effects of climate change on the distribution of climatically suitable areas of D. sinicus as found prevailing during the last glacial maximum (LGM), the mid-Holocene and the present time, and predicted the distribution of climatically suitable habitats in 2070 throughout East Asia. The results as derived from ecological niche modeling (ENM) show the current distribution to be limited to the prehistoric (the mid-Holocene and LGM) refugia, and to indicate decreasing probability of presence and a reducing range of distribution for 2070. In addition, the suitable areas predicted with high probability (0.51) only account for on average 9.8% of the total area of potential habitats (threshold-1) among the models for the year 2070, thereby indicating that D. sinicus is highly vulnerable. Under all the future scenarios for the year 2070, 69-74.2% of potential habitats in China would be outside protected areas. We assess and propose priorities for protected areas, and provide suggestions for conservation management strategies. (C) 2020 Published by Elsevier B.V."
480,0.0,0.383899986743927,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","As global efforts to protect ecosystems expand, there is increasing concern about conservation costs borne by rural communities. To date, these costs have often been narrowly estimated in terms of foregone livelihood opportunities directly caused by conservation, while unintended human burdens that accrue with ecological gains from conservation are often ignored. As a first attempt to quantify this previously hidden cost, we estimated the impact of converting cropland to forest under one of the world's largest conservation policies, China's Grain-to-Green Program (GTGP), on crop raiding in a demonstration site using the matching approach. We found that GTGP afforestation was responsible for 64 % of the crop damage by wildlife on remaining cropland, a cost worth 27 % of GTGP's total payment to farmers. Our study highlights that the conservation cost to communities through influencing human-wildlife conflicts can be substantial, which should be quantified and considered in global conservation efforts to avoid unintended burdens on rural communities."
481,3.0,0.6403999924659729,"area, management, protect, fish, marine, biodiversity, impact, ecosystem, use, identify","Population persistence in the marine environment is driven by patterns of ocean circulation, larval dispersal, ecological interactions, and demographic rates. For habitat-forming organisms in particular, understanding the relationship between larval connectivity and meta-population dynamics aids in planning for marine spatial management. Here, we estimate networks of connectivity between fringing coral reefs in the northwest shelf of Australia by combining a particle tracking model based on shelf circulation with models of subpopulation dynamics of individual reefs. Coral cover data were used as a proxy for overall habitat quality, which can change as a result of natural processes, human-driven impacts, and management initiatives. We obtain three major results of conservation significance. First, the dynamics of the ecological network result from the interplay between network connectivity and ecological processes on individual reefs. The maximum coral cover a zone can sustain imposes a significant nonlinearity on the role an individual reef plays within the dynamics of the network, and thus on the impact of conservation interventions on specific reefs. Second, the role of an individual reef within these network dynamics changes considerably depending on the overall state of the system: a reef's role in sustaining the system's state can be different from the same reef's role in helping the system recover following major disturbance. Third, patterns of network connectivity change significantly as a function of yearly shelf circulation trends, and nonlinearity in network dynamics make mean connectivity a poor representation of yearly variations. From a management perspective, the priority list of reefs that are targets for management interventions depends crucially on what type of stressors (system-wide vs. localized) need addressing. This choice also depends not only on the ultimate purpose of management, but also on future oceanographic, climate change, and development scenarios that will determine the network connectivity and habitat quality."
482,3.0,0.6919999718666077,"area, management, protect, fish, marine, biodiversity, impact, ecosystem, use, identify","The impact of fisheries on elasmobranch populations has been widely documented; however, baseline information on shark and batoid management remains limited, particularly in tropical areas and in developing countries. The use of precautionary measures and data-poor methods have been recommended as valuable tools to guide the management and conservation of marine taxa when information is scarce and the effect of fisheries on populations is evident. A Productivity Susceptibility Analysis (PSA) and intrinsic rebound potential (r) estimates were used to evaluate the vulnerability and resilience of elasmobranchs before and after a precautionary measure (closure of the fishery) was implemented in the Archipelago of San Andres, Providencia and Santa Catalina, Colombia (Seaflower Biosphere Reserve). We identified locally large information gaps, specifically on the demographic and life history parameters of the 15 elasmobranch species (13 sharks and 2 rays) evaluated for the Archipelago. Including fishing effects, nine large commercial shark species were identified as the most vulnerable and with the lowest intrinsic rebound potential, while the least vulnerable species was the whale shark (Rhincodon typus), which presented the third highest value of r(2M). Once the fishery was closed, the vulnerability of large sharks decreased greatly. Our findings highlight the importance of: involving communities to achieve effective management processes; implementing precautionary measures for high impact and targeted fisheries; and using valuable data-poor tools for the study of populations as an alternative for evaluating and suggesting management measures. Finally, based in PSA and intrinsic rebound potential results, it is suggested to maintain the fishing ban in consensus with the fishermen, and to evaluate economic alternatives already being generated in the area such as recreational diving and ecological tourism, among others. (C) 2019 Published by Elsevier B.V."
483,0.0,0.5263000130653381,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","Integrated soil fertility management options are being promoted as ways of adapting agricultural systems to sustain yields on highly degraded and poor soils encountered throughout West Africa. The efficiency of these practices may be affected by high variability and uncertainty associated with seasonal rainfall, especially for areas such as Cote d'Ivoire, where intra-seasonal rainfall has been observed to change from 1year to another. The DSSAT crop simulation model was used in this study as a tool to evaluate the impacts of soil improvement options including inorganic fertilizer and conservation agriculture generating higher carbon sequestration and crop yield in maize agro-ecosystems. The model was calibrated using agronomic data for three cropping seasons from 2009 to 2010 in Goulikao (Center-West Cote d'Ivoire) and Aheremou 2 (Central Cote d'Ivoire), respectively and validated against independent datasets of yield of 2003-2004 seasons in the buffer zone of the Lamto Natural Reserve, Central Cote d'Ivoire. The model predicted average maize yields of 1454kgha(-1) across the sites versus an observed average value of 1736kgha(-1), R-2 of 0.72, and RMSE of 597kgha(-1) after the default values for stable soil organic matter fraction used in the model were substituted by the estimated one. For the validation, the predicted higher maize yield was consistently related to fallow biomass inputs and different rates of fertilizer, thus generating a RMSE of total aboveground biomass and grain yield of 606kgha(-1) and 350kgha(-1), respectively. The impact of fallow residues and cropping sequence on subsequent maize yield was simulated and compared with conventional fertilizer and control data using 12years historic climate time series. We conclude that soil fertility improvements through conservation agriculture can sustain grain yield at the same level as conventional inputs of urea against larger climate variability. However, this system may be substituted by conventional agriculture when climate forecast reveals a dry cropping season year."
484,2.0,0.8894000053405762,"specie, habitat, population, use, area, distribution, study, high, model, species","In this study we investigate the environmental factors influencing butterfly communities and evaluate the Natura 2000 network's effectiveness in representing butterfly species richness and abundance, taking as a case study the island of Cyprus. We sampled butterflies and 11 environmental factors in 60 randomly selected sites across four 500-m elevation zones, representing seven habitat types. Rural mosaics and riverine vegetation were the habitats with the highest diversity of butterflies. Within habitats, the number of flower heads was the most important factor favouring butterfly species richness and abundance and endemic butterfly richness, while soil humidity had a positive effect on species richness and abundance. Although the Natura 2000 network succeeds in including the majority of butterfly species and all Cyprian endemics, the transects sampled within the network did not support more butterfly species than those outside it, and were significantly poorer in terms of butterfly abundance and endemic butterfly species richness and abundance. We found a similar pattern for the Habitats Directive priority habitats, which held poorer overall and endemic butterfly communities than the other habitats. The effectiveness of existing protected area networks may need to be reassessed in regions such as the South East Mediterranean, to ensure that regionally important components of biological diversity are adequately protected. To this aim, our results suggest that new European and national policies as well as further inclusion of rural mosaics and riverine habitats in protected area networks are needed for effective butterfly conservation in Cyprus."
485,2.0,0.7574999928474426,"specie, habitat, population, use, area, distribution, study, high, model, species","Conservation decision-making for threatened species in human-modified landscapes requires detailed knowledge about spatial ecology, but robust data derived from tracking individual animals are often unavailable, with management decisions potentially based on unreliable anecdotal data. Existing data are limited for Hispaniola's two threatened nonvolant land mammals, the Hispaniolan hutia (Plagiodontia aedium) and Hispaniolan solenodon (Solenodon paradoxus), with assumptions that hutias are better able to tolerate landscape disturbance. We collected spatial behaviour and habitat use data for Hispaniolan mammals during a multi-year field programme across undisturbed and modified habitats in southwestern Dominican Republic, using GPS units for hutias (11 individuals) and radiotelemetry for solenodons (22 individuals). Although significant differences exist in hutia home range estimates between different GPS error derivation strategies and estimated terrestrial/arboreal behaviour scenarios (95% KDE means = 23,582-28,612 m(2)), hutias almost exclusively use forest under all estimates (mean observations in forest across all strategies/scenarios = 90.3%, total range = 69.1-100%). Solenodons have larger estimated home ranges (95% KDE mean = 156,700 m(2)), with differences between wet and dry season estimates, and show much more variation in habitat use than hutias within the same landscape; animals regularly use both forested and modified habitats, being observed most frequently in forest (mean = 74.0%, range = 13.0-99.1%) but also occurring regularly in pasture (mean = 15.9%, range = 0-80.0%) and cropland (mean = 7.7%, range = 0-62.0%), and den in all three habitats. This new baseline on Hispaniolan mammal spatial ecology challenges anecdotal data, and suggests solenodons may be better able to tolerate disturbance and persist in modified landscapes. (C) 2019 Published by Elsevier B.V."
486,3.0,0.6664000153541565,"area, management, protect, fish, marine, biodiversity, impact, ecosystem, use, identify","No-take marine reserves can be powerful management tools, but only if they are well designed and effectively managed. We review how ecological guidelines for improving marine reserve design can be adapted based on an area's unique evolutionary, oceanic, and ecological characteristics in the Gulf of California, Mexico. We provide ecological guidelines to maximize benefits for fisheries management, biodiversity conservation and climate change adaptation. These guidelines include: representing 30% of each major habitat (and multiple examples of each) in marine reserves within each of three biogeographic subregions; protecting critical areas in the life cycle of focal species (spawning and nursery areas) and sites with unique biodiversity; and establishing reserves in areas where local threats can be managed effectively. Given that strong, asymmetric oceanic currents reverse direction twice a year, to maximize connectivity on an ecological time scale, reserves should be spaced less than 50-200km apart depending on the planktonic larval duration of target species; and reserves should be located upstream of fishing sites, taking the reproductive timing of focal species in consideration. Reserves should be established for the long term, preferably permanently, since full recovery of all fisheries species is likely to take>25years. Reserve size should be based on movement patterns of focal species, although marine reserves>10km long are likely to protect80% of fish species. Since climate change will affect species' geographic range, larval duration, growth, reproduction, abundance, and distribution of key recruitment habitats, these guidelines may require further modifications to maintain ecosystem function in the future."
487,2.0,0.9336000084877014,"specie, habitat, population, use, area, distribution, study, high, model, species","Migratory species that cross geopolitical boundaries pose challenges for conservation planning because threats may vary across a species' range and multi-country collaboration is required to implement conservation action plans. The lesser long-nosed bat (Leptonycteris yerbabuenae) is a migratory pollinator bat that was removed from the Endangered Species List in the United States in 2018 and from threatened status in Mexico in 2013. The seasonal ecology and conservation status of the species is well understood in the core part of its range on mainland Mexico and in the southwestern United States, but relatively little is known about the species on the Baja California peninsula in northwestern Mexico, a part of its range range separated by the Gulf of California. We studied the seasonal ecology of lesser long-nosed bats on the Baja peninsula at 8 focal roosts along a 450-km north-to-south transect to test hypotheses about migratory or residential status of the species on the Baja peninsula. We provide evidence of an extensive population of lesser long-nosed bats on the Baja peninsula that is primarily seasonally migratory and includes 2 mating roosts with males on the southern part of the peninsula. Seasonal ecology of lesser long-nosed bats was closely associated with the flowering and fruiting season of the cardOn (Pachycereus pringlei), the dominant columnar cactus on the peninsula. However, we discovered that some female lesser long-nosed bats arrive and give birth at southern roosts in mid-February, about 2 months earlier than other migratory populations in more northern Sonoran Desert habitats. We documented the loss of nearly a third of the known maternity roosts during the study, demonstrating that action to protect key roosts remains a high priority. Migratory pollinators are particularly vulnerable to climate and land-use changes and we recommend continued monitoring and research to guide effective range-wide conservation of the species."
488,2.0,0.8230000138282776,"specie, habitat, population, use, area, distribution, study, high, model, species","Biological invasions and climate changes are the major causes of changes in biodiversity, which reduce, shift, and extinguish species ranges. While climate changes have been widely used in systematic conservation planning (SCP), biological invasions are rarely considered. Here, we combine the effects of climate changes and Artocarpus heterophyllus Lam. (Moraceae) invasion on the SCP for endemic aromatic fruit tree species from the Atlantic Forest (EFAF). We tested the effect of invasion on SCP measures of species turnover, biotic stability, and irreplaceability. Ecological niche models were used to establish species environmental suitability for the preindustrial period for both invasive species and EFAF and to forecast to the end of the century (2080-2100). We calculated the niche overlap between the invasive species and EFAF and tested the overlap significance using a null model. We tested the biological invasion effect on the results using results with no species invasion correction. The niche overlap between A. heterophyllus and EFAF was significant for 50% of species in the preindustrial period and for 33% in the future. The spatial patterns of species turnover, biotic stability, and irreplaceability had significant effects on biological invasion changing the spatial pattern in both shape and magnitude, which can misplace and overvalue conservation priorities. We showed that the disregard of biological invasion on SCP can cause negative effects on SCP under climate change. We strongly recommend accounting for biological invasion in the evaluation of SCP."
489,0.0,0.6694999933242798,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","Indigenous Wichis and mestizos Criollos inhabit a rural, biodiversity rich, area of the Argentinean Dry Chaco. Traditionally, Wichis were nomads and their relations with wildlife were shaped by animistic and shamanic beliefs. Today, Wichis live in stable communities and practice subsistence hunting, gathering and in some cases, fishing. Criollos are mestizos, i.e. a mixture of the first Spanish settlers and different indigenous groups. They arrived during the 20th century from neighbouring Provinces. They practice extensive ranching, hunting and gathering. Our aim was to help develop effective and legitimate actions to conserve wildlife species in this region, focused on Wichis' and Criollos' perceptions of and relations with wildlife. We conducted semi-structured interviews (N = 105) in rural settlements. We found differences in both groups' hunting techniques, drivers and perceptions on the importance of wild meat for nutrition. However, both groups have a close relation with wildlife, they use wild animals in a variety of ways, including as food resource, medicine and predictors of future events. Wichis and Criollos also relate with wildlife in a spiritual dimension, have animistic and shamanic beliefs and have unique traditional ecological knowledge. Hunters in both communities are breaking traditional hunting norms but conservation measures grounded on these norms have a higher probability of success. Management recommendations include developing programmes focused on (i) conserving thin armadillos; (ii) conserving pregnant and breeding females of all species; (iii) managing dogs to avoid unnecessary killings and on (iv) improving local livelihoods. We also provide recommendations that are specific for each group."
490,6.0,0.41690000891685486,"research, social, management, biodiversity, system, approach, study, scale, use, provide","Incorporation of concepts from landscape ecology into understanding and managing riverine ecosystems has become widely known as riverscape ecology. Riverscape ecology emphasizes interactions among processes at different scales and their consequences for valued ecosystem components, such as riverine fishes. Past studies have focused strongly on understanding the ecological processes in riverscapes and how human actions modify those processes. It is increasingly clear, however, that an understanding of the drivers behind actions that lead to human modification also merit consideration, especially regarding how those drivers influence management efficacy. These indirect drivers of riverscape outcomes can be understood in the context of a diverse array of social processes, which we collectively refer to as human dimensions. Like ecological phenomena, social processes also exhibit complex interactions across spatiotemporal scales. Greater emphasis on feedbacks between social and ecological processes will lead scientists and managers to more completely understand riverscapes as complex, dynamic, interacting social-ecological systems. Emerging applications in riverscapes, as well as studies of other ecosystems, provide examples that can lead to stronger integration of social and ecological science. We argue that conservation successes within riverscapes may not come from better ecological science, improved ecosystem service analyses, or even economic incentives if the fundamental drivers of human behaviors are not understood and addressed in conservation planning and implementation. This article is categorized under: Water and Life > Stresses and Pressures on Ecosystems Human Water > Water Governance Engineering Water > Planning Water"
491,6.0,0.708899974822998,"research, social, management, biodiversity, system, approach, study, scale, use, provide","There is a worldwide claim by environmentalists and scientists that environmental policy usually lacks support based on scientific evidence. In this work we studied the gap between science and conservation actions in Brazil. We mapped scientific literature on conservation and conducted online surveys with science experts on biodiversity and policymakers working on a federal sphere. Our results show that environmental issues considered as priority for policymakers did not relate to those suggested by scientists and the peer-reviewed literature. According to policymakers, the main barriers to access scientific literature were time available to read papers, difficulty in understanding technical language and reading in English. Our results confirm that, in general, scientific knowledge is not being sufficiently applied to support policies in Brazil. Both scientists and policymakers are responsible for improving communication between their institutions: researchers need to know in advance what are professional policymakers' needs and direct their research towards answering policy-related questions; and policymakers need that scientific evidences be available in accessible language and up to date. We recommend the development of science communication departments at all governmental levels and the establishment of evidence based research groups and tools. Our findings help to explain the mismatch between science and policy in Brazil and represent a warning to everyone engaged in biodiversity conservation worldwide. (C) 2018 Associacdo Brasileira de Ciencia Ecologica e Conservacdo. Published by Elsevier Editora Ltda."
492,2.0,0.4528999924659729,"specie, habitat, population, use, area, distribution, study, high, model, species","Determining discrete and demographically independent management units within wildlife populations is critical for their effective management and conservation. However, there is a lack of consensus on the most appropriate criteria to delimit such management units. A multi-disciplinary, multi-scale approach that combines tools informing in the short-term (i.e. photo-identification), with mid-term ecological tracers (stable isotopes -C-13, N-15 and S-34- and persistent organic pollutants -POPs-), and mid- to long-term genetic markers (microsatellites and mitochondrial DNA), was used to define management units within bottlenose dolphins (Tursiops truncatus) inhabiting the southern Iberian Peninsula. Although genetically indistinguishable, individuals inhabiting the Strait of Gibraltar and the Gulf of Cadiz showed differences in their isotopic composition and the concentrations of certain POPs. Accordingly, the lack of photographic recaptures between the two sites pointed to the existence of at least two different ecological management units that segregate spatially and may require different conservation strategies. Different time-scale approaches can reveal different management units. The results highlighted the use of medium- and short-term approaches for properly identifying ecologically different units for effective management and conservation. Furthermore, these results have important management implications as European legislation promotes specific management plans for this species."
493,6.0,0.9962999820709229,"research, social, management, biodiversity, system, approach, study, scale, use, provide","On a global scale, protected areas (PAs) are one of the main tools used for biodiversity conservation. However, accelerated biodiversity loss and lack of social acceptance of PAs call into question their ability to reach long-term biodiversity conservation objectives. To address this, conservation scientists and practitioners have moved from segregative to integrative models of PAs. When the segregative model sees PAs as human exclusion zones, the integrative model considers conservation and development projects and multiple partnerships with local stakeholders within and outside PAs. Given this paradigmatic evolution, a PA and its surrounding landscape are increasingly regarded as a single social-ecological system (SES). This development brings new challenges for conservationists: How should these complex and dynamic systems be managed, and how can their pathways be described and piloted? Using French nature reserves (NRs) as case studies, we propose a framework for analyzing the integration pathways of PAs within their social-ecological context. We identified the pathways of 10 NRs according to their degree of integration in the surrounding landscape (spatial), their management objectives (sectoral), and their governance systems (institutional). We analyzed these pathways using three metaphors associated with resilience thinking (adaptive cycle, adaptation, and transformation). We discussed how these 10 NRs have changed over time, revealing how practitioners anticipate future pathways and avoid undesirable states. Through an exploration of the totality of an SES's spatial, sectoral, and institutional pathways, the framework we propose is a potential tool for identifying opportunities and constraints for long-term conservation actions."
494,2.0,0.8708000183105469,"specie, habitat, population, use, area, distribution, study, high, model, species","Understanding the environmental contributors to population structure is of paramount importance for conservation in urbanized environments. We used spatially explicit models to determine genetic population structure under current and future environmental conditions across a highly fragmented, human-dominated environment in Southern California to assess the effects of natural ecological variation and urbanization. We focused on 7 common species with diverse habitat requirements, home-range sizes, and dispersal abilities. We quantified the relative roles of potential barriers, including natural environmental characteristics and an anthropogenic barrier created by a major highway, in shaping genetic variation. The ability to predict genetic variation in our models differed among species: 11-81% of intraspecific genetic variation was explained by environmental variables. Although an anthropogenically induced barrier (a major highway) severely restricted gene flow and movement at broad scales for some species, genetic variation seemed to be primarily driven by natural environmental heterogeneity at a local level. Our results show how assessing environmentally associated variation for multiple species under current and future climate conditions can help identify priority regions for maximizing population persistence under environmental change in urbanized regions."
495,2.0,0.5645999908447266,"specie, habitat, population, use, area, distribution, study, high, model, species","Local people can act as sentinels for change, especially for wildlife populations not monitored by centralized governments. Responding to concern expressed by the Kitasoo Xai'xais (KX) First Nation over a decline in mountain goat (Oreamnos americanus) sightings, our community-academic partnership assessed the conservation status of goats in KX territory and beyond in British Columbia by evaluating three independent information sources. Aerial surveys (2019 and 2020) over 542 km(2) revealed a low-density population (mean 0.25, SD 0.12 goats/km(2)), typical of peripheral coastal range. Interviews with KX Knowledge Holders revealed that sightings from sea level have declined sharply over 40 years, a period during which temperatures have increased and snowpack has decreased. Finally, Kill data (1980-2018) showed that kills/hunter/day initially increased among guided hunters before plateauing, but declined among resident hunters (similar to 70% of hunt days) in both coastal and interior BC. Convergent patterns among datasets suggest that coastal goats declined in abundance and/or reduced use of low-elevation habitat, disrupting a millennia-old relationship between KX people and goats, thereby posing a conservation concern. Broadly, our work shows that detecting threats to peripheral populations, and wildlife in general, can be informed and empowered by the knowledge of place-based peoples and associated decentralized management. Kitasoo Xai'xais First Nation mountain goat research illustrates roles of Indigenous peoples as sentinels of population and ecosystem change."
496,0.0,0.35659998655319214,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","Legal hunting of threatened species-and especially the recreational practice of trophy hunting-is controversial with ethical objections being increasingly voiced. Less public attention has been paid to how hunting (even of threatened species) can be useful as a conservation tool, and likely outcomes if this was stopped. As case studies, we examine the regulated legal hunting of two African rhino species in South Africa and Namibia over the last half-century. Counter-intuitively, removing a small number of specific males can enhance population demography and genetic diversity, encourage range expansion, and generate meaningful socioeconomic benefits to help fund effective conservation (facilitated by appropriate local institutional arrangements). Legal hunting of African rhinos has been sustainable, with very small proportions of populations hunted each year, and greater numbers of both species today in these countries than when controlled recreational hunting began. Terminating this management option and significant funding source could have negative consequences at a time when rhinos are being increasingly viewed as liabilities and revenue generation for wildlife areas is being significantly impacted by COVID-19. Provided that there is appropriate governance, conservation of certain highly threatened species can be supported by cautiously selective and limited legal hunting."
